Issue_ID,Student_ID,Book_ID,Issue_Date,Due_Date,Return_Date,Number_of_Days_Issued,Renew_Count,Fine_Amount,Library_Visit_Frequency,Total_Library_Visits,Reading_Duration_Hours,Preferred_Book_Type,Online_Resource_Usage,Late_Return_Count,Librarian_ID,Feedback_Rating,Age,Year_of_Study,Section,Roll_Number,Admission_Year,Semester,CGPA,Attendance_Percentage,Academic_Performance,Scholarship_Status,Hostel_DayScholar,City,State,Book_Title,Author_Name,Publisher,ISBN_Number,Book_Edition,Language,Book_Price,Book_Rack_No,Book_Availability,Damage_Report,Publication_Year,Pages,Country_of_Publication,Days_Late,Library_Engagement_Score,Fine_Per_Day,Gender_Male,Department_Civil,Department_ECE,Department_EEE,Department_ME,Student_Type_Regular,Issue_Status_Returned,Book_Category_Electronics,Book_Category_Math,Book_Category_Mechanical,Book_Category_Programming,Book_Category_Science,Book_Condition_Damaged,Book_Condition_Good,Binding_Type_Paperback,Edition_Type_Revised,Edition_Type_Second,Print_Type_Color,Genre_Reference,Genre_Textbook,Library_Shift_Morning,Transaction_Mode_Online
I3050,S1022,B2037,2025-08-14,2025-08-28,2025-08-27,0.9565217391304348,0.0,0.0,2,0.15730337078651685,0.5789473684210527,Science,1,4,L450,2,0.16666666666666666,3.0,B,77,2024,3,0.8653061224489796,0.075,Good,1,DayScholar,Vizag,AP,Book_37,Author_37,Oxford,1606140711.0,2.0,Telugu,0.9094259605190085,45.0,0,Major,2023.0,304.0,India,0,0.17757009345794392,0.0,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
I3051,S1016,B2053,2025-08-19,2025-09-02,2025-09-01,0.8260869565217391,2.0,1.0,7,0.7865168539325843,1.0,Science,0,3,L451,1,0.0,4.0,B,15,2024,2,0.6102040816326532,0.55,Average,1,Hostel,Vijayawada,AP,Book_53,Author_53,Pearson,9394670898.0,4.0,Telugu,0.6886454283839047,33.0,1,Minor,2020.0,106.0,USA,0,0.822429906542056,0.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
I3052,S1130,B2044,2025-05-27,2025-06-10,2025-06-06,0.6086956521739131,1.0,0.6666666666666666,8,0.9662921348314607,0.05263157894736842,Science,0,5,L452,2,0.6666666666666666,1.0,B,2,2021,6,0.40204081632653066,0.55,Good,1,DayScholar,Vijayawada,AP,Book_44,Author_44,Elsevier,4874631168.0,2.0,Hindi,0.30913313475034077,21.0,0,Minor,2023.0,233.0,UK,0,0.8130841121495327,0.0,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False
I3053,S1080,B2035,2025-11-19,2025-12-03,2025-12-06,0.30434782608695654,1.0,0.3333333333333333,2,0.8876404494382022,0.631578947368421,Math,1,0,L453,4,1.0,2.0,C,66,2021,6,0.820408163265306,0.325,Good,1,DayScholar,Vizag,AP,Book_35,Author_35,McGraw Hill,5953912048.0,5.0,Hindi,0.09244206593628516,37.0,0,Major,2020.0,558.0,USA,3,0.794392523364486,3.3333333333333335,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
I3054,S1079,B2029,2025-05-12,2025-05-26,2025-05-31,0.8695652173913043,1.0,0.3333333333333333,7,0.33707865168539325,0.47368421052631576,Civil,1,4,L454,2,0.5,1.0,B,39,2023,7,0.6530612244897958,0.025,Average,1,DayScholar,Rajahmundry,AP,Book_29,Author_29,Elsevier,8596019555.0,4.0,English,0.7315216842530418,34.0,0,Minor,2022.0,546.0,UK,5,0.35514018691588783,2.0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False
I3055,S1170,B2159,2025-01-10,2025-01-24,2025-01-20,0.9565217391304348,3.0,0.6666666666666666,8,0.6741573033707865,0.42105263157894735,Science,1,5,L455,2,0.5,3.0,A,62,2024,5,0.0612244897959185,0.15,Average,0,Hostel,Hyderabad,AP,Book_159,Author_159,Springer,9737291733.0,5.0,English,0.22033876912202757,44.0,1,Major,2020.0,462.0,UK,0,0.6355140186915887,0.0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True
I3056,S1088,B2129,2025-12-20,2026-01-03,2026-01-02,0.5652173913043478,2.0,0.3333333333333333,5,0.6404494382022472,0.7368421052631579,Mechanical,0,5,L456,2,0.16666666666666666,2.0,A,7,2021,5,0.5061224489795918,0.925,Average,0,DayScholar,Vizag,AP,Book_129,Author_129,McGraw Hill,6126539546.0,3.0,Telugu,0.332533952643005,21.0,1,Minor,2019.0,740.0,UK,0,0.6355140186915887,0.0,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
I3057,S1047,B2137,2025-08-07,2025-08-21,2025-08-18,0.21739130434782608,0.0,0.0,2,0.3258426966292135,0.47368421052631576,Mechanical,1,1,L457,3,0.0,1.0,A,79,2024,7,0.2510204081632653,0.475,Poor,0,DayScholar,Vijayawada,AP,Book_137,Author_137,Elsevier,6147565440.0,5.0,English,0.32092189629928813,50.0,0,Minor,2018.0,139.0,USA,0,0.29906542056074764,0.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,False,True,True
I3058,S1044,B2148,2025-04-06,2025-04-20,2025-04-16,0.6086956521739131,0.0,0.3333333333333333,4,0.9213483146067416,0.0,Math,0,0,L458,3,0.0,4.0,B,56,2021,5,0.5122448979591837,0.7,Average,1,DayScholar,Vijayawada,AP,Book_148,Author_148,McGraw Hill,6524266508.0,2.0,Hindi,0.7447871964457011,4.0,1,Major,2020.0,369.0,UK,0,0.7289719626168224,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
I3059,S1149,B2065,2025-07-29,2025-08-12,2025-08-09,0.0,3.0,0.3333333333333333,5,0.2808988764044944,0.0,Civil,1,0,L459,3,0.6666666666666666,3.0,A,49,2024,8,0.22040816326530607,0.125,Average,0,DayScholar,Rajahmundry,AP,Book_65,Author_65,Elsevier,9780252713.0,2.0,English,0.8124400464482253,25.0,0,Minor,2023.0,480.0,India,0,0.205607476635514,0.0,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True
I3060,S1035,B2018,2025-03-17,2025-03-31,2025-03-27,0.5217391304347826,2.0,0.0,6,0.4606741573033708,0.8421052631578947,Civil,0,5,L460,1,0.16666666666666666,4.0,A,73,2021,8,0.2081632653061225,0.875,Excellent,1,DayScholar,Hyderabad,AP,Book_18,Author_18,Springer,6179368807.0,4.0,Telugu,0.5688266774372697,31.0,0,Minor,2022.0,725.0,USA,0,0.514018691588785,0.0,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
I3061,S1155,B2079,2025-08-30,2025-09-13,2025-09-10,0.6521739130434783,0.0,0.6666666666666666,6,0.8314606741573034,0.5263157894736842,Electronics,0,0,L461,5,0.16666666666666666,1.0,B,62,2022,7,0.763265306122449,0.95,Poor,0,Hostel,Vizag,AP,Book_79,Author_79,McGraw Hill,8115825382.0,1.0,English,0.44596607260059584,46.0,0,Minor,2021.0,240.0,UK,0,0.7663551401869159,0.0,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True
I3062,S1068,B2131,2025-08-20,2025-09-03,2025-08-30,0.4782608695652174,2.0,0.0,7,0.24719101123595505,0.15789473684210525,Math,1,1,L462,4,0.8333333333333334,4.0,C,60,2021,7,0.22040816326530607,0.675,Poor,1,Hostel,Vijayawada,AP,Book_131,Author_131,Oxford,5183082045.0,4.0,Hindi,0.060243853183218045,26.0,1,Minor,2023.0,583.0,India,0,0.22429906542056074,0.0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True
I3063,S1082,B2098,2025-08-05,2025-08-19,2025-08-22,0.782608695652174,1.0,0.6666666666666666,6,0.3146067415730337,0.5789473684210527,Electronics,0,3,L463,3,0.5,3.0,B,15,2021,5,0.8244897959183671,0.55,Good,0,DayScholar,Vizag,AP,Book_98,Author_98,McGraw Hill,5211695949.0,3.0,Telugu,0.8179557732114908,1.0,1,Major,2020.0,228.0,USA,3,0.34579439252336447,6.666666666666667,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
I3064,S1163,B2061,2025-12-18,2026-01-01,2026-01-02,0.2608695652173913,1.0,0.0,3,0.0449438202247191,0.631578947368421,Mechanical,1,4,L464,2,0.3333333333333333,2.0,A,12,2022,4,0.3346938775510204,0.25,Average,1,DayScholar,Vizag,AP,Book_61,Author_61,Elsevier,7614460540.0,4.0,Hindi,0.034722572827788144,17.0,0,Major,2023.0,593.0,UK,1,0.102803738317757,0.0,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
I3065,S1085,B2068,2025-07-19,2025-08-02,2025-08-07,0.043478260869565216,2.0,0.0,5,0.06741573033707865,0.0,Math,0,0,L465,5,0.8333333333333334,4.0,A,5,2022,2,0.19183673469387758,0.4,Average,1,DayScholar,Vijayawada,AP,Book_68,Author_68,McGraw Hill,1910786668.0,2.0,Telugu,0.7926364416620387,48.0,0,Major,2019.0,134.0,UK,5,0.028037383177570093,0.0,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
I3066,S1003,B2118,2025-05-30,2025-06-13,2025-06-15,0.08695652173913043,1.0,0.0,5,0.8539325842696629,0.47368421052631576,Math,1,2,L466,4,0.6666666666666666,4.0,C,67,2021,3,0.23061224489795928,0.15,Good,1,Hostel,Vijayawada,AP,Book_118,Author_118,McGraw Hill,6328989421.0,4.0,English,0.7243020144393397,10.0,1,Major,2022.0,222.0,India,2,0.7663551401869159,0.0,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
I3067,S1151,B2042,2025-05-21,2025-06-04,2025-06-10,0.30434782608695654,1.0,0.6666666666666666,6,0.7752808988764045,0.5263157894736842,Mechanical,1,2,L467,5,0.6666666666666666,4.0,B,52,2022,5,0.33265306122448984,0.725,Good,0,DayScholar,Hyderabad,AP,Book_42,Author_42,Oxford,8457930958.0,1.0,English,0.6852627858837784,16.0,0,Major,2019.0,420.0,India,6,0.719626168224299,3.3333333333333335,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False
I3068,S1116,B2050,2025-12-27,2026-01-10,2026-01-02,0.043478260869565216,0.0,0.3333333333333333,5,0.7191011235955056,0.0,Mechanical,0,3,L468,4,1.0,2.0,B,9,2022,4,0.1285714285714287,0.175,Average,0,DayScholar,Vizag,AP,Book_50,Author_50,McGraw Hill,2441876174.0,3.0,Telugu,0.4445019437572575,7.0,0,Major,2022.0,674.0,USA,0,0.5700934579439252,0.0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
I3069,S1051,B2006,2025-03-29,2025-04-12,2025-04-11,0.17391304347826086,2.0,0.6666666666666666,5,0.30337078651685395,0.21052631578947367,Civil,1,5,L469,4,0.16666666666666666,3.0,A,49,2024,7,0.19183673469387758,0.6,Good,0,Hostel,Vizag,AP,Book_6,Author_6,Elsevier,2588644191.0,3.0,Hindi,0.5627808350583128,7.0,1,Major,2024.0,771.0,USA,0,0.2616822429906542,0.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
I3070,S1066,B2069,2025-07-24,2025-08-07,2025-08-03,0.7391304347826086,0.0,0.6666666666666666,5,0.3707865168539326,0.6842105263157895,Math,1,1,L470,3,0.6666666666666666,2.0,C,21,2024,7,0.48163265306122444,0.45,Poor,1,Hostel,Rajahmundry,AP,Book_69,Author_69,Pearson,4600651694.0,5.0,English,1.0,37.0,1,Minor,2019.0,444.0,India,0,0.40186915887850466,0.0,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True
I3071,S1104,B2149,2025-02-10,2025-02-24,2026-01-02,0.9130434782608695,3.0,0.6666666666666666,5,0.9550561797752809,0.8421052631578947,Math,0,2,L471,4,0.3333333333333333,4.0,B,12,2022,4,0.336734693877551,0.175,Poor,1,DayScholar,Vijayawada,AP,Book_149,Author_149,Oxford,7761986651.0,5.0,Hindi,0.6984147018730752,38.0,1,Major,2021.0,100.0,UK,312,0.9158878504672897,0.0641025641025641,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,True
I3072,S1129,B2014,2025-03-15,2025-03-29,2025-03-31,0.5217391304347826,3.0,1.0,5,0.8764044943820225,0.8421052631578947,Mechanical,1,5,L472,4,0.5,2.0,B,23,2022,5,0.7448979591836735,0.975,Average,0,Hostel,Rajahmundry,AP,Book_14,Author_14,Pearson,3716081557.0,3.0,English,0.6497955268339476,1.0,0,Major,2024.0,252.0,UK,2,0.8504672897196262,15.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False
I3073,S1009,B2085,2025-10-07,2025-10-21,2025-10-23,0.7391304347826086,1.0,1.0,2,0.2247191011235955,0.10526315789473684,Programming,0,1,L473,2,0.5,2.0,A,24,2024,4,0.6224489795918365,0.425,Average,1,Hostel,Hyderabad,AP,Book_85,Author_85,Springer,5317370365.0,1.0,Telugu,0.19417377694754379,46.0,1,Minor,2019.0,487.0,UK,2,0.14953271028037382,15.0,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True
I3074,S1159,B2117,2025-08-14,2025-08-28,2025-08-28,0.043478260869565216,0.0,1.0,9,0.3258426966292135,0.47368421052631576,Civil,1,3,L474,1,1.0,1.0,A,36,2023,8,0.6551020408163264,0.775,Poor,0,Hostel,Hyderabad,AP,Book_117,Author_117,Oxford,4028992274.0,4.0,Telugu,0.6812111879638513,36.0,1,Minor,2024.0,373.0,USA,0,0.3644859813084112,0.0,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True
I3075,S1039,B2014,2025-01-27,2025-02-10,2025-02-06,0.30434782608695654,0.0,0.3333333333333333,2,0.20224719101123595,0.05263157894736842,Electronics,0,5,L475,3,1.0,3.0,C,64,2022,8,0.640816326530612,0.925,Poor,1,DayScholar,Vizag,AP,Book_14,Author_14,Pearson,3716081557.0,3.0,English,0.6497955268339476,1.0,0,Major,2024.0,252.0,UK,0,0.12149532710280374,0.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True
I3076,S1066,B2014,2025-06-23,2025-07-07,2025-07-10,0.13043478260869565,1.0,0.3333333333333333,2,0.5168539325842697,0.8421052631578947,Science,1,5,L476,5,0.6666666666666666,2.0,C,21,2024,7,0.48163265306122444,0.45,Poor,1,Hostel,Rajahmundry,AP,Book_14,Author_14,Pearson,3716081557.0,3.0,English,0.6497955268339476,1.0,0,Major,2024.0,252.0,UK,3,0.5233644859813084,3.3333333333333335,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False
I3077,S1163,B2014,2025-02-09,2025-02-23,2026-01-02,0.9565217391304348,3.0,1.0,10,0.8876404494382022,0.7368421052631579,Electronics,1,1,L477,1,0.3333333333333333,2.0,A,12,2022,4,0.3346938775510204,0.25,Average,1,DayScholar,Vizag,AP,Book_14,Author_14,Pearson,3716081557.0,3.0,English,0.6497955268339476,1.0,0,Major,2024.0,252.0,UK,313,0.8878504672897196,0.09584664536741214,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
I3078,S1004,B2122,2025-10-07,2025-10-21,2026-01-02,0.08695652173913043,0.0,1.0,5,0.4044943820224719,0.10526315789473684,Mechanical,1,2,L478,5,1.0,1.0,B,70,2021,3,0.6938775510204083,0.6,Excellent,0,Hostel,Hyderabad,AP,Book_122,Author_122,Springer,1973600701.0,3.0,English,0.04925026505780782,11.0,0,Major,2018.0,315.0,India,73,0.32710280373831774,0.410958904109589,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
I3079,S1073,B2095,2025-09-16,2025-09-30,2026-01-02,0.6086956521739131,1.0,1.0,9,0.02247191011235955,0.5263157894736842,Mechanical,1,5,L479,2,0.0,4.0,C,16,2024,5,0.34081632653061233,0.05,Excellent,0,DayScholar,Rajahmundry,AP,Book_95,Author_95,Elsevier,9974991511.0,2.0,English,0.42049527944666026,12.0,0,Major,2022.0,226.0,USA,94,0.12149532710280374,0.3191489361702128,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True
I3080,S1162,B2102,2025-10-17,2025-10-31,2025-11-04,0.7391304347826086,1.0,0.0,8,0.23595505617977527,1.0,Electronics,1,3,L480,5,0.0,1.0,B,36,2021,8,0.483673469387755,0.7,Excellent,0,DayScholar,Vizag,AP,Book_102,Author_102,Elsevier,4848769713.0,3.0,Hindi,0.9579820265562681,44.0,1,Major,2023.0,598.0,USA,4,0.37383177570093457,0.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
I3081,S1121,B2116,2025-06-06,2025-06-20,2025-06-24,0.30434782608695654,1.0,0.0,3,0.8202247191011236,0.6842105263157895,Civil,0,2,L481,1,1.0,2.0,C,25,2022,1,0.7551020408163264,0.075,Average,1,Hostel,Hyderabad,AP,Book_116,Author_116,McGraw Hill,9620718980.0,1.0,English,0.36872065431413137,33.0,1,Major,2021.0,733.0,UK,4,0.7570093457943925,0.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False
I3082,S1171,B2015,2025-07-08,2025-07-22,2025-07-18,0.5652173913043478,0.0,0.0,5,0.3258426966292135,0.3684210526315789,Science,0,2,L482,2,0.16666666666666666,4.0,C,42,2022,1,0.8755102040816325,0.775,Excellent,0,Hostel,Vizag,AP,Book_15,Author_15,Springer,9325872680.0,2.0,Hindi,0.841230373100419,27.0,1,Major,2022.0,606.0,USA,0,0.308411214953271,0.0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False
I3083,S1015,B2102,2025-04-03,2025-04-17,2025-04-14,0.2608695652173913,1.0,0.3333333333333333,4,0.033707865168539325,0.05263157894736842,Civil,1,3,L483,2,0.6666666666666666,2.0,A,34,2023,1,0.40204081632653066,0.825,Good,1,Hostel,Vijayawada,AP,Book_102,Author_102,Elsevier,4848769713.0,3.0,Hindi,0.9579820265562681,44.0,1,Major,2023.0,598.0,USA,0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True
I3084,S1086,B2029,2025-10-29,2025-11-12,2025-11-09,0.8695652173913043,1.0,0.6666666666666666,7,0.20224719101123595,0.5263157894736842,Math,0,2,L484,1,0.6666666666666666,1.0,C,52,2021,4,0.31224489795918364,0.6,Average,0,Hostel,Vijayawada,AP,Book_29,Author_29,Elsevier,8596019555.0,4.0,English,0.7315216842530418,34.0,0,Minor,2022.0,546.0,UK,0,0.2523364485981308,0.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True
I3085,S1167,B2094,2025-09-07,2025-09-21,2025-09-17,0.6086956521739131,2.0,0.3333333333333333,8,0.5955056179775281,0.5789473684210527,Civil,0,3,L485,2,0.3333333333333333,4.0,B,3,2022,8,0.35306122448979593,0.75,Poor,0,Hostel,Rajahmundry,AP,Book_94,Author_94,Pearson,7377021872.0,2.0,English,0.8413313475034079,39.0,0,Major,2020.0,553.0,India,0,0.5981308411214953,0.0,True,False,False,False,True,True,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False
I3086,S1128,B2076,2025-08-09,2025-08-23,2025-08-22,0.5217391304347826,1.0,0.6666666666666666,5,0.6853932584269663,0.5263157894736842,Science,1,3,L486,2,0.0,4.0,B,52,2023,4,0.1183673469387755,0.475,Poor,0,Hostel,Hyderabad,AP,Book_76,Author_76,Pearson,6196262457.0,5.0,English,0.7470338769122028,49.0,1,Major,2023.0,212.0,USA,0,0.6355140186915887,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
I3087,S1152,B2146,2025-03-29,2025-04-12,2025-04-17,0.0,2.0,1.0,3,0.06741573033707865,0.8421052631578947,Science,1,3,L487,3,0.16666666666666666,2.0,B,56,2022,7,0.16326530612244908,0.7,Good,1,Hostel,Vizag,AP,Book_146,Author_146,Pearson,1326797351.0,1.0,Hindi,0.5876457817943153,47.0,0,Major,2023.0,371.0,India,5,0.1588785046728972,6.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True
I3088,S1019,B2021,2025-04-22,2025-05-06,2025-05-12,0.6956521739130435,1.0,0.6666666666666666,1,0.797752808988764,0.05263157894736842,Civil,0,1,L488,5,0.8333333333333334,2.0,C,29,2022,8,0.03265306122448982,0.075,Excellent,0,Hostel,Vijayawada,AP,Book_21,Author_21,Pearson,9538108318.0,1.0,Telugu,0.8716236684000606,28.0,0,Minor,2018.0,749.0,USA,6,0.6074766355140186,3.3333333333333335,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False
I3089,S1073,B2039,2025-03-07,2025-03-21,2025-03-21,0.5652173913043478,0.0,0.6666666666666666,5,0.21348314606741572,1.0,Science,1,3,L489,1,0.0,4.0,C,16,2024,5,0.34081632653061233,0.05,Excellent,0,DayScholar,Rajahmundry,AP,Book_39,Author_39,McGraw Hill,2723314954.0,5.0,Telugu,0.878994799818246,13.0,0,Minor,2023.0,693.0,UK,0,0.32710280373831774,0.0,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
I3090,S1174,B2110,2025-06-29,2025-07-13,2025-07-09,0.43478260869565216,2.0,0.0,10,0.2696629213483146,0.631578947368421,Science,1,0,L490,2,0.8333333333333334,4.0,A,14,2022,6,0.3020408163265306,0.6,Poor,1,Hostel,Hyderabad,AP,Book_110,Author_110,Springer,5589998239.0,2.0,Hindi,0.9773817337304994,31.0,1,Minor,2023.0,455.0,India,0,0.35514018691588783,0.0,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
I3091,S1089,B2080,2025-08-25,2025-09-08,2025-09-14,0.17391304347826086,1.0,0.0,3,0.24719101123595505,0.3157894736842105,Science,1,3,L491,3,0.6666666666666666,1.0,A,61,2022,6,0.7326530612244898,0.875,Excellent,0,Hostel,Rajahmundry,AP,Book_80,Author_80,Oxford,6381925761.0,2.0,Hindi,0.9071540364517595,16.0,0,Minor,2020.0,251.0,India,6,0.21495327102803738,0.0,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False
I3092,S1074,B2043,2025-12-20,2026-01-03,2026-01-09,0.43478260869565216,2.0,0.3333333333333333,8,0.8876404494382022,0.6842105263157895,Math,0,1,L492,1,0.16666666666666666,4.0,B,20,2022,7,0.820408163265306,0.825,Average,1,DayScholar,Hyderabad,AP,Book_43,Author_43,Pearson,7375405499.0,3.0,English,0.8553163023173626,25.0,0,Major,2024.0,460.0,UK,6,0.8598130841121495,1.6666666666666667,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False
I3093,S1031,B2022,2025-07-01,2025-07-15,2026-01-02,0.2608695652173913,2.0,1.0,3,0.056179775280898875,0.8947368421052632,Civil,0,3,L493,4,0.3333333333333333,4.0,C,21,2021,2,0.7102040816326528,0.175,Poor,0,Hostel,Hyderabad,AP,Book_22,Author_22,Springer,9095104320.0,2.0,Telugu,0.41788256676932406,35.0,0,Major,2022.0,630.0,India,171,0.1588785046728972,0.17543859649122806,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
I3094,S1025,B2126,2025-11-28,2025-12-12,2025-12-08,0.6956521739130435,2.0,1.0,4,0.7078651685393258,0.05263157894736842,Science,0,1,L494,4,0.5,3.0,A,7,2022,4,0.5612244897959182,0.825,Good,1,DayScholar,Vizag,AP,Book_126,Author_126,Springer,1845058903.0,4.0,Hindi,0.5818397536224568,27.0,1,Minor,2023.0,536.0,India,0,0.5607476635514018,0.0,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False
I3095,S1035,B2085,2025-10-02,2025-10-16,2025-10-17,0.6086956521739131,1.0,0.6666666666666666,7,0.9213483146067416,0.0,Mechanical,0,1,L495,4,0.16666666666666666,4.0,A,73,2021,8,0.2081632653061225,0.875,Excellent,1,DayScholar,Hyderabad,AP,Book_85,Author_85,Springer,5317370365.0,1.0,Telugu,0.19417377694754379,46.0,1,Minor,2019.0,487.0,UK,1,0.7570093457943925,20.0,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
I3096,S1049,B2024,2025-05-13,2025-05-27,2025-05-26,1.0,0.0,0.0,8,0.3595505617977528,0.47368421052631576,Science,0,5,L496,2,0.8333333333333334,1.0,A,27,2024,3,0.7714285714285712,1.0,Average,0,Hostel,Vizag,AP,Book_24,Author_24,McGraw Hill,9895171126.0,3.0,Telugu,0.7782349674357552,11.0,0,Major,2023.0,185.0,India,0,0.38317757009345793,0.0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False
I3097,S1165,B2090,2025-05-27,2025-06-10,2025-06-09,0.6086956521739131,0.0,1.0,4,0.9662921348314607,1.0,Civil,0,4,L497,1,0.16666666666666666,3.0,A,69,2023,6,0.820408163265306,0.65,Poor,0,Hostel,Vijayawada,AP,Book_90,Author_90,McGraw Hill,3405630947.0,1.0,English,0.8629020043418993,42.0,1,Minor,2023.0,713.0,USA,0,0.9439252336448598,0.0,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
I3098,S1041,B2069,2025-07-02,2025-07-16,2025-07-13,0.08695652173913043,3.0,1.0,10,0.48314606741573035,0.7894736842105263,Science,0,4,L498,3,0.0,1.0,C,6,2021,4,0.01428571428571434,0.1,Average,1,DayScholar,Vijayawada,AP,Book_69,Author_69,Pearson,4600651694.0,5.0,English,1.0,37.0,1,Minor,2019.0,444.0,India,0,0.5607476635514018,0.0,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True
I3099,S1033,B2082,2025-10-04,2025-10-18,2026-01-02,0.0,1.0,0.0,10,0.25842696629213485,0.42105263157894735,Mechanical,0,1,L499,2,0.5,1.0,C,46,2022,2,0.9142857142857139,0.425,Average,0,Hostel,Vizag,AP,Book_82,Author_82,Oxford,8075260654.0,2.0,Hindi,0.24890190336749635,37.0,0,Major,2024.0,491.0,UK,76,0.308411214953271,0.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True
I3100,S1037,B2101,2025-02-19,2025-03-05,2025-03-01,0.30434782608695654,3.0,0.0,7,0.6853932584269663,0.05263157894736842,Science,0,0,L500,1,0.5,4.0,B,53,2023,2,0.7938775510204079,0.75,Good,1,Hostel,Hyderabad,AP,Book_101,Author_101,Oxford,9692950124.0,4.0,Telugu,0.9320947139900035,13.0,0,Major,2018.0,783.0,India,0,0.5700934579439252,0.0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
I3101,S1135,B2111,2025-09-13,2025-09-27,2025-09-29,0.043478260869565216,3.0,1.0,5,0.48314606741573035,0.5789473684210527,Mechanical,0,1,L501,2,0.3333333333333333,2.0,A,16,2021,6,0.6775510204081633,0.625,Poor,1,Hostel,Vizag,AP,Book_111,Author_111,Pearson,5896017613.0,1.0,English,0.385936790023729,5.0,1,Major,2022.0,748.0,India,2,0.4766355140186916,15.0,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
